Номер кластера;Номер узла;Расстояние до узла;accountNumber;airline;auto;entertainment;fastfood;food;furniture;health;hotels;online_gifts;online_retail;personal care;rideshare;subscriptions;transactionAmount|Сумма;transactionAmount|Среднее;merchantCategoryCode|Кол-во уникальных;creditLimit|Среднее;currentBalance|Среднее;transactionDateTime|Количество
94;94;0,4313947404890796;348370058;0;0;0;0;0;0;0,4272329793878826;0;0;0;0;0;0,5727670206121175;256,15999999999997;128,07999999999998;2;2500;60,86;2
308;308;0,1513811749032626;348808613;0;0;0,3963230053360868;0;0,4467759900486997;0;0;0,035677796838456684;0;0;0;0,044173800871009805;0;3689,969999999999;94,61461538461536;5;7500;2245,594871794872;39
204;204;0,2557021175616618;349190736;0;0;0,48634199066127504;0,11828996393285786;0,10598674834602607;0;0,21493136649612435;0;0;0,0744499305637167;0;0;0;6041,509999999999;125,86479166666665;5;2500;199,0954166666667;48
253;253;0,2995146925581241;349320625;0,27705509524960426;0;0,38745900124414223;0,013700685412383284;0;0;0;0;0,10573542458875715;0,011643298800051913;0;0,20072715602108113;0;66117,85999999997;155,9383490566037;7;1000;556,3048349056601;424
201;201;0,1994028124805121;349414830;0;0;0,24741440310778506;0;0;0;0;0;0;0;0;0,7093507267651095;0;4932,130000000001;126,46487179487183;4;2500;1329,6933333333334;39
150;150;0,19476120384190448;350045077;0;0;0;0,20440565424239318;0,11375158298251023;0;0;0;0,4228059006742651;0;0;0,054554540164972465;0;7304,249999999998;98,70608108108105;7;10000;4128,92527027027;74
225;225;0,10880469254503292;350169673;0;0;0;0;0;0;0;0;0;0,22666666666666663;0;0;0;99,75000000000001;7,673076923076924;3;10000;1,9769230769230772;13
31;31;0,19392503523291832;350247780;0;0;0,09500936393703872;0,5839701656490282;0,1756579775907172;0;0;0;0;0,07364206153143348;0;0,04661330028620943;0;20883,309999999998;144,0228275862069;6;7500;4557,456206896549;145
7;7;0,2568784073436114;350350918;0;0;0;0;0;0;0;1;0;0;0;0;0;544,99;108,998;1;20000;191,752;5
266;266;0,13773284776930603;350381688;0,011113496457760233;0;0;0,11685487476629126;0,02165167704681953;0;0;0;0;0,8419384448137074;0;0;0;94139,58999999994;149,66548489666127;6;15000;3780,3755325914126;629
116;116;0,19192173758143877;350439007;0;0;0;0,02522429502968487;0;0,1342272164739543;0;0;0,8405484884963608;0;0;0;0;4145,209999999999;138,17366666666663;3;20000;1580,5293333333336;30
56;56;0,20696365791601087;350472333;0;0;0;0,264792412350111;0,6195872675326329;0;0;0;0;0,02980255541512219;0;0;0;941,5300000000001;52,30722222222223;4;2500;180,00055555555554;18
134;134;0,19602877275087438;350551740;0;0;0;0;0;0;0;0;0,8461920658971549;0;0,1324886396766364;0;0;26788,40999999998;127,56385714285706;5;7500;1155,536238095238;210
166;166;0,2718541451758586;350564470;0;0;0;0,023930265710079213;0,5037975275174685;0;0;0;0;0;0;0,34532962538851614;0;427,91000000000014;35,65916666666668;4;5000;71,50083333333333;12
281;281;0,12711451749903033;350799440;0;0;0;0;0;0;0;0;0;0,814200976971389;0;0;0;458,55999999999983;41,68727272727271;2;1000;26,39818181818181;11
155;155;0,24113982725712443;350966544;0;0;0;0,10831904281377751;0,2130102540926603;0;0;0;0;0,04879412778303999;0,23776948205379014;0;0;4845,87;91,43150943396226;7;7500;231,71283018867933;53
66;66;0,2994961266055744;351299769;0,12055899456012001;0;0;0;0;0,7292065278559368;0;0;0;0,045338585631213645;0;0;0;533,1000000000001;38,078571428571436;4;5000;303,1978571428571;14
71;71;0,09185903752836547;351341855;0;0;0;0,8946300383568689;0,022444125399104294;0;0;0;0;0;0;0;0;4666,7;119,65897435897435;3;20000;2406,2948717948716;39
7;7;0,1950133168971702;351496981;0;0;0;0;0;0;0;0,9536700451895251;0;0,046329954810474853;0;0;0;1402,9799999999998;200,42571428571426;2;2500;503,1014285714286;7
1;1;0,11524940758744759;351773213;0;0;0;0;0,902790138928245;0;0;0;0;0;0,09471944955519812;0;0;5011,22;131,8742105263158;3;5000;181,7815789473684;38
93;93;0,1874039774779696;351983553;0;0;0,3458558347029819;0;0;0;0;0;0;0;0;0,06739906822703624;0;809,21;42,59;5;5000;27,36894736842105;19
312;312;0,2161489117176046;352034651;0,00012480822500115818;0;0,7018408844901108;0;0,0010686857718459823;0;0;0;0;0,2875316746906757;0;0;0;244374,91999999978;140,76896313364043;7;250;120,29497695852562;1736
309;309;0,2117627641896442;352209353;0;0;0,47262475367380985;0,08767696521863523;0,32043477239780294;0;0;0;0;0,09625840391303701;0;0;0;23419,149999999987;162,63298611111102;6;5000;1144,038472222222;144
137;137;0,2179304961405226;352226051;0;0;0;0,04151219448472261;0,26239631095609467;0;0;0;0;0,08203550574127053;0,5654126007498268;0;0;7655,099999999999;95,68875;6;5000;2743,0574999999994;80
80;80;0,21324757864884855;352422528;0;0;0;0;0;0;0;0;0,28815893382760854;0,3790820666444767;0;0;0;4596,629999999999;64,7412676056338;4;7500;194,66605633802814;71
73;73;0,12439938350106229;352614240;0;0;0;0;0,17733249683110777;0;0;0;0;0;0;0;0;3905,149999999997;68,51140350877188;2;15000;131,6615789473684;57
207;207;0,2725200648676224;352621359;0,25313199105145406;0;0;0,15801927379108582;0;0;0;0;0;0;0;0;0;1162,2000000000003;34,182352941176475;4;1000;541,5;34
157;157;0,14948468941184126;352674779;0;0;0;0;0,006273992179253017;0;0;0;0;0,23175059559439196;0;0,31536232773807127;0;5863,890000000004;77,1564473684211;5;20000;253,17421052631585;76
273;273;0,13640331156942015;352736944;0;0,00755893152451159;0,7173007820164252;0;0,2589259186590801;0;0;0;0;0;0;0;0;17838,5;123,02413793103449;5;7500;705,0055172413794;145
56;56;0,20785428409856976;353167913;0;0;0,1184601383327266;0,28163269020749904;0,5861630870040044;0;0;0;0;0;0;0;0;5494;144,57894736842104;5;1000;154,13210526315785;38
200;200;0,08233341558899507;353223945;0;0;0;0,19152969523024932;0;0;0;0,015374462412026028;0;0;0;0,6805033285055608;0;11288,849999999999;154,6417808219178;5;5000;3201,1905479452057;73
125;125;0,3180949553935676;353325207;0;0;0,07360714392101443;0,4350232184052615;0;0;0;0;0;0;0;0;0;3021,3099999999986;81,65702702702698;4;50000;125,50459459459455;37
297;297;0,08782994969953428;353388492;0;0;0;0;0;0;0;0;0;0,9340966915313332;0,06551493591396473;0;0;21911,950000000004;140,46121794871797;3;1000;529,5401923076921;156
18;18;0,1598486369251428;353397445;0;0;0;0;0,8596941688883988;0;0;0;0;0,12983054451799897;0;0;0;2539,3100000000004;90,68964285714287;3;20000;1134,3164285714283;28
27;27;0,22016289288811128;353740221;0;0;0;0,520669036530608;0;0;0;0,30359335027683976;0;0,019871504009932265;0;0,1521790871105939;0,0036870220720256752;14369,320000000005;152,86510638297878;5;7500;521,486914893617;94
109;109;0,08206437769017808;353790137;0;0;0;0;0;0;0;0;0;0;0;0;0;3304,1199999999985;71,82869565217388;2;7500;1551,9673913043478;46
132;132;0,19308611724144625;353801004;0;0;0;0,4479713720958249;0;0;0;0,004371823645685067;0,5468634686346863;0;0;0;0;11205,849999999999;172,3976923076923;4;500;231,9273846153846;65
24;24;0,24510658151205794;353897543;0;0;0,34567566353797113;0,17446984326581946;0;0;0;0,47041810751336094;0;0;0;0;0;11133,499999999995;115,97395833333327;5;7500;3915,608749999999;96
277;277;0,19134650366375733;354053318;0;0;0,5673191197559153;0;0;0;0,05248197047165201;0;0;0,2475367946012191;0;0;0;4316,529999999999;98,10295454545452;5;20000;2141,3390909090913;44
53;53;0,08745395423341994;354628697;0;0;0;0,9475895323930837;0;0;0;0;0;0;0;0;0;966,41;120,80125;2;15000;468,3837500000001;8
204;204;0,19047227174008924;354975292;0;0;0,6795335635251444;0,27803685820276136;0;0;0;0;0;0,011284901343091262;0;0;0;2180,7900000000004;75,19965517241381;4;250;103,16999999999997;29
225;225;0,03547115478265251;355001398;0;0;0,0230343181505225;0;0;0;0;0;0;0,2518627885983567;0;0;0;1307,18;45,075172413793105;3;7500;44,688965517241385;29
269;269;0,25624496294443205;355145923;0;0;0,21493885020979944;0,03428194839030864;0,014612959683509424;0;0;0,05488737064156221;0;0,35615548875324887;0;0,14787946193752094;0,1716609249555171;30893,80999999998;119,74344961240303;9;15000;1359,3967441860468;258
319;319;0,07827201583536209;355358104;0;0;0;0;0;0;0;0;0;1;0;0;0;4123,5199999999995;133,01677419354837;1;20000;100,70709677419354;31
162;162;0,21006714724082737;355863363;0;0,10059127845161026;0;0;0;0;0,7806099423509884;0;0;0;0;0;0;3922,01;145,25962962962964;3;10000;175,982962962963;27
110;110;0,1200536022967196;356156197;0;0;0;0,10666616322754818;0;0;0;0;0;0;0;0;0;529,69;37,835;2;2500;159,09285714285716;14
303;303;0,32251317245485844;356369210;0;0;0,015058205190927805;0,00836197801560672;0,023819520424014026;0,009163258239913064;0;0;0;0,9171508820434074;0;0,0015019118350717738;0;30700,87000000002;142,1336574074075;7;50000;16653,295277777783;216
222;222;0,14835893617120674;356605263;0;0;0,5780649248514504;0,4191497728067109;0;0;0;0;0;0;0;0;0;2746,56;109,8624;3;15000;848,472;25
90;90;0,2394951349849625;356911980;0;0;0;0,24126339537507055;0;0;0;0;0;0;0;0;0;886,4999999999998;49,249999999999986;3;15000;414,43944444444446;18
224;224;0,26303045807793735;357018302;0;0;0;0,2693184432314866;0,2504757722149026;0;0;0;0;0,10848652152999975;0;0,00019867411171758993;0;956,3400000000003;50,33368421052633;6;2500;45,024210526315784;19
57;57;0,2671721661040441;357427994;0;0;0;0;0,41646469990510515;0;0;0;0,1997010388061707;0,1564574778088496;0;0;0,2141620268897119;5953,95;121,50918367346938;6;10000;3699,1675510204072;49
280;280;0,09912427761220544;357742983;0;0;0;0;0;0;0;0;0;0,8022863142389268;0;0;0;1276,2900000000002;55,4908695652174;3;2500;369,1734782608696;23
12;12;0,35387135597707564;357985585;0,1537043502741433;0;0,0030372429173319573;0,3688079699594683;0,17963597522014957;0;0,04550896261631943;0,0023481240538157193;0;0,060269230397683754;0;0,18123908912383163;0;144924,19999999998;150,02505175983435;10;250;121,57133540372661;966
181;181;0,10257634175488903;358129631;0;0;0;0;0,021095416801416446;0;0;0;0;0,033399719410249676;0;0,9455048637883339;0;8596,179999999998;153,50321428571425;3;10000;261,6987500000001;56
92;92;0,024416890777709834;358202191;0;0;0;0;0;0;0;0;0;0;0;0;0;99,12;12,39;1;7500;0;8
8;8;0,10332087574102398;358262313;0;0;0;0;0,05184988033091977;0;0;0,7722900044560853;0;0;0;0;0;4959,510000000001;105,52148936170215;4;7500;2266,7525531914885;47
102;102;0,13191656698368498;358443472;0;0;0;0;0;0;0;0;0;0;0,9324267739902841;0;0;7379,549999999998;129,46578947368417;4;500;266,4701754385965;57
159;159;0,12693309718263876;358490926;0;0;0;0,4215219930114939;0;0;0;0;0;0,5325765812154044;0;0;0;6447,730000000001;134,32770833333336;4;15000;3042,2158333333336;48
16;16;0,10033476182651589;358749102;0;0;0;0,9544046497579357;0;0;0;0;0;0,0438018186628746;0;0;0;12812,71;162,18620253164556;3;5000;2175,0140506329117;79
89;89;0,15873823307464366;358749735;0;0;0,0005981349316211585;0,9222489527091895;0,055874991368631007;0;0;0,02007872890834342;0;0;0;0,00042236887191741084;0,00003382197885309184;184791,07999999996;148,06977564102561;7;15000;9324,171362179493;1248
279;279;0,20487598459035794;358975028;0;0;0;0;0;0;0;0;0,1200659666090987;0,7176884292778197;0,001392346128079275;0;0,1538694353790678;18106,129999999997;135,12037313432833;5;5000;2745,7155223880613;134
10;10;0,24074624251814944;359460260;0;0,597538428116138;0,023955894622259295;0;0;0;0;0;0,09394001724094095;0,1422805188922348;0;0,04698849756523707;0;8653,820000000003;110,9464102564103;7;5000;2739,6596153846153;78
161;161;0,1595644212569956;359597157;0;0;0;0,619352825328752;0,12715958613519773;0;0;0,006922244159121554;0;0,24614065364322665;0;0;0;65176,83999999999;150,52387990762122;5;2500;1512,1463510392598;433
88;88;0,1734511724838356;359740799;0;0;0;0,9128346833644073;0;0;0;0;0;0;0;0;0;14663,860000000008;109,43179104477618;5;15000;607,1956716417908;134
39;39;0,3000427175944856;359962422;0,23088321302543935;0,004700447082190113;0;0,10444020521033273;0,3391465793698457;0;0;0;0;0;0;0,0666030781549911;0;5095,26;84,921;8;7500;2852,1350000000007;60
177;177;0,1042539371262787;360139362;0;0;0;0,16758275034619127;0;0;0;0;0;0,6658427915290359;0;0;0;3054,6699999999996;138,84863636363636;3;15000;140,095;22
68;68;0,25342870201733264;360209692;0;0;0;0,5257760235794017;0;0;0;0;0;0,10318080175543812;0;0,29682524186087605;0;4302,059999999999;84,3541176470588;5;20000;2409,873725490196;51
32;32;0,1678262187100867;360229296;0;0;0;0,5865866402978249;0,16331818146975635;0;0;0;0;0;0;0;0;3913,7099999999996;73,84358490566036;5;5000;257,0841509433962;53
30;30;0,14937861902212238;360252317;0;0,41903282347021864;0;0,38404048688421744;0,1692355138123697;0;0;0;0,00239126780105472;0,012939868632358699;0;0;0;116051,4100000001;147,08670468948048;6;2500;1416,0315969581754;789
90;90;0,21976687691568925;360564098;0;0;0;0;0;0;0;0;0;0,23715608653739792;0;0;0;1265,5799999999997;52,73249999999999;3;20000;673,1925;24
76;76;0,11143714092618756;361238512;0;0;0,017391684221767033;0;0;0;0;0;0;0;0;0;0,8984506208195403;2060,1799999999994;85,84083333333331;4;2500;83,53875;24
81;81;0,19834505400960878;361658760;0,08900885989679679;0;0;0,030376789017622426;0;0;0;0;0,32545613864278067;0,5407204751241358;0;0;0;10271,000000000002;136,9466666666667;6;5000;2822,5425333333333;75
264;264;0,2177422611761001;361663559;0;0;0,17443045773600416;0,0938463918302697;0;0;0;0;0;0,731723150433726;0;0;0;7563,5300000000025;142,70811320754723;3;20000;393,95867924528307;53
285;285;0,20687067513041604;361725695;0;0;0;0,22273644304773796;0;0;0;0;0;0,735438540585071;0;0,023083191617861817;0;44937,45999999997;142,6586031746031;6;20000;10379,653206349196;315
230;230;0,07869704864581813;361743802;0;0;0,01140829840834058;0,0469004628120722;0;0;0;0;0;0,8569035495040198;0;0,006953684283178101;0;20863,760000000013;116,55731843575427;6;2500;1338,136312849162;179
121;121;0,22856838020543746;361854650;0;0;0;0,10993961081403006;0;0;0;0;0;0,1987669805154657;0,6758112667597023;0;0;3962,6300000000006;132,08766666666668;5;1000;635,1666666666666;30
245;245;0,15968644019245457;362256524;0;0;0;0;0;0;0;0;0;0,68670483127684;0;0;0,09836282892556511;2866,529999999999;66,663488372093;4;20000;1257,23511627907;43
81;81;0,22439294238012053;362328979;0;0;0,03553286197246849;0;0;0;0;0;0,3883687193029521;0,5720898594690265;0;0;0;39325,85;144,58033088235294;5;15000;7666,14110294118;272
18;18;0,09283976993682136;362461577;0;0;0;0;0,9613979999317385;0;0;0;0;0;0;0;0;1757,9399999999996;97,66333333333331;2;15000;614,7777777777778;18
190;190;0,22236537084957067;362630396;0,7176273698440755;0;0;0;0;0;0,030024567295816682;0;0;0;0,14452386742468493;0;0;5222,389999999998;82,89507936507933;6;5000;2344,7433333333342;63
5;5;0,3930237883549607;362750720;0;0;0,7239118730744726;0,02343429154386101;0,05579004116982077;0;0;0;0,17966120879934167;0,01233099258885178;0;0;0;27563,880000000012;142,08185567010315;7;50000;13910,781546391756;194
246;246;0,2364938672377096;363729777;0;0;0;0,06032963298053127;0;0,2052503841569371;0;0;0;0,7313515143681875;0;0;0;10444,95;141,14797297297298;4;20000;352,6972972972973;74
195;195;0,10974294082109308;363777441;0;0;0;0,2270854215391469;0;0;0;0;0;0,7145561866577569;0;0;0;538,74;107,748;3;5000;0;5
84;84;0,13991232165427722;363818352;0;0;0;0;0;0,6018689405443289;0;0;0;0;0,3867772456488728;0;0;856,1;122,3;3;7500;0,6942857142857143;7
243;243;0,21364559674197758;364197707;0;0;0;0,21085967712427367;0;0;0;0;0,008415713537690913;0,3813251909937986;0;0;0;1585,1300000000003;93,24294117647061;4;7500;632,524705882353;17
87;87;0,25608250354081546;364271030;0;0;0;0,638076575218571;0;0;0;0;0,22738920711486282;0;0;0;0;132,68;22,113333333333333;3;15000;59,583333333333336;6
125;125;0,34245976436235964;364658621;0;0;0;0,505439074468925;0;0;0;0;0;0;0;0;0;1013,0400000000003;67,53600000000002;2;50000;37,326666666666675;15
316;316;0,09951490863367056;365766122;0;0;0;0,01762963325662244;0;0;0;0;0;0,982170591979631;0;0;0;224652,99999999994;142,27549081697273;3;7500;4153,876244458515;1579
215;215;0,17968396877199153;366303369;0;0;0,09706792551796486;0,16605997027712213;0;0;0;0;0;0,5417746306495322;0;0,056987498907247136;0;2859,75;105,91666666666667;6;5000;1409,8148148148146;27
288;288;0,18487695074723298;366329130;0;0;0;0,00548147232517151;0,6685883077552606;0;0;0;0;0,32593021991956816;0;0;0;9384,339999999998;167,57749999999996;3;5000;408,0423214285714;56
60;60;0,2868487056131766;366707950;0;0;0;0;0,08641592630590907;0;0;0,12295736831765297;0;0,21662482809805508;0,0012093165396957065;0;0,5586824125210104;2290,5499999999997;88,09807692307692;6;15000;71,10884615384614;26
66;66;0,38710000224600416;367107684;0,15760235095205508;0;0;0;0;0,6396360855038042;0;0;0;0;0,2027615635441407;0;0;1242,05;103,50416666666666;3;20000;388,2616666666666;12
59;59;0,1637628097206415;367473959;0;0;0,145154855606833;0,004379278390577826;0;0;0;0;0;0,004168994846960949;0;0;0,8396047037289975;86977,8;146,42727272727274;5;5000;2895,0712962962943;594
198;198;0,2094278941465035;367594474;0;0;0,0016439012939882364;0,07762131053652543;0;0;0,013171086886787402;0;0;0;0;0,9074539070900207;0;116217,43999999987;151,5220860495435;5;10000;6177,118930899604;767
272;272;0,12884923190602993;367824223;0;0;0,28537526608528463;0,12044908329327748;0,2537883677813637;0;0;0;0;0,06594795028496875;0;0;0;7281,5;119,3688524590164;6;5000;330,0273770491803;61
146;146;0,2480445901751365;368107128;0;0;0;0,26448317461947174;0;0;0;0;0;0;0;0,7355168253805283;0;1558,36;119,87384615384615;2;7500;73,39692307692307;13
50;50;0,25852377451797104;368151607;0;0;0;0,6748691709272298;0;0;0;0;0,20205310274751093;0,010920161131616255;0;0,11215756519364307;0;2489,8900000000003;124,49450000000002;4;250;56,56;20
1;1;0,10803036827313622;368202274;0;0;0;0,07334877648902563;0,8707546543817282;0;0;0;0;0;0;0;0;13412,630000000003;123,05165137614682;3;5000;3104,8160550458715;109
143;143;0,12228006236996682;368363925;0;0;0;0,6453037846741289;0;0;0;0;0;0,3486666916233047;0;0;0;8013,899999999998;125,21718749999997;3;20000;334,49671874999996;64
114;114;0,3266392506734571;368469449;0;0;0;0;0;0;0;0;0,6420351204751403;0;0;0,35796487952485956;0;621,2900000000001;62,129000000000005;2;10000;28,643;10
50;50;0,1315849528938283;368960526;0;0;0;0,5777481183868349;0;0;0;0;0;0,08824395781951623;0;0,28467305575999813;0;35611,73;136,44340996168583;5;5000;1584,5990421455938;261
261;261;0,16797193260902551;369280243;0;0;0;0;0,09241961559188072;0;0;0;0;0,4950017962996227;0;0;0;2226,8;54,31219512195123;5;10000;1102,8170731707316;41
267;267;0,2871847268487247;369308035;0,00027742289507748217;0;0;0,015753451624000287;0,0002437794633932838;0;0;0;0;0,7956577804974735;0;0;0,1879459115130606;996925,6499999973;149,71101516744216;7;15000;9346,937040096143;6659
106;106;0,2279979405776014;370075472;0;0;0;0,633877530485312;0,33887435460439835;0;0;0;0;0,024465288564942046;0;0;0;6360,440000000001;176,67888888888893;4;15000;340,6897222222222;36
316;316;0,13250002174720735;370170733;0;0;0;0;0;0;0;0,08303049859773834;0;0,9068931481367237;0;0;0;21073,1;141,43020134228186;4;7500;4557,712818791945;149
61;61;0,2935570814892408;370328192;0;0;0,19493288667449635;0,11866937977014957;0;0;0;0;0;0,3201565704976169;0;0;0,36077460849197035;6113,539999999998;145,56047619047615;5;1000;224,2809523809524;42
133;133;0,14926086287444607;370608691;0;0;0;0,06937088084997269;0;0;0;0;0,7942600130666168;0,13636910608341088;0;0;0;15872,509999999998;155,61284313725488;3;2500;1486,8778431372548;102
164;164;0,21161120876740652;370742469;0;0;0;0;0;0;0;0,17499891255491598;0;0;0;0,825001087445084;0;1379,3799999999999;98,52714285714285;2;5000;494,4828571428571;14
315;315;0,23889655039903135;371810647;0;0,20757346458855092;0;0;0;0;0;0;0;0,7924265354114493;0;0;0;4843,489999999998;138,38542857142852;2;5000;2510,876285714286;35
6;6;0,40441567646090665;371832344;0;0;0;0;0;0;0;0,5021667695758018;0;0,4481188919879918;0;0;0;7045,049999999995;140,9009999999999;4;50000;331,27479999999997;50
280;280;0,1676695814110822;371952902;0;0;0;0;0;0;0,13921136623961053;0;0;0,7632539549899515;0;0;0;9812,920000000007;111,51045454545464;4;2500;372,54636363636376;88
61;61;0,2894719598616699;372078283;0;0;0,037271207548041335;0;0;0;0;0;0;0,29681240573386813;0;0;0,4659131889977104;5629,009999999997;76,06770270270266;6;2500;1301,267297297297;74
232;232;0,21440121903726578;372245891;0;0;0,20982585486399818;0;0,008747045425706033;0;0;0,02364734803433436;0,13903221158085588;0,4428560060392682;0;0;0;4649,57;119,21974358974359;6;7500;2315,9935897435894;39
137;137;0,2986663483183474;372294240;0;0;0;0;0,42354456189300854;0;0;0,12085636100230725;0;0,09050812899071739;0,2714063422224607;0;0;1863,7;69,02592592592593;5;2500;51,72777777777778;27
302;302;0,1929089751344374;372858462;0,04969121829969333;0;0;0,119032569422497;0,004170047747986297;0;0;0,012528934938030112;0;0,719421215822606;0;0,09162830029127121;0;11707,300000000007;136,1313953488373;7;50000;7342,669418604649;86
95;95;0,22367307290938826;373006633;0;0;0;0;0,0289180863770667;0;0;0;0;0;0;0;0,7950587791538317;318,14;39,7675;3;15000;108,50750000000002;8
32;32;0,1173071172948418;373215405;0;0;0;0,712545126585628;0,11969571567797899;0;0;0;0;0,10973254647261274;0;0;0,05329650767620755;19464,689999999995;132,41285714285712;5;5000;961,0436054421763;147
315;315;0,09836155584190918;373253169;0;0;0,11839954850619039;0;0;0;0;0;0;0,8816004514938096;0;0;0;850,5100000000001;170,10200000000003;2;1000;290,62399999999997;5
252;252;0,21917779547336871;373482367;0;0,01142055137447987;0,20771227957038194;0,0018302000816982967;0,012937014174555438;0;0;0;0;0,4713311184457151;0,006218961323868466;0,28381809963433585;0,004731775394965765;50551,84999999998;146,10361271676294;8;7500;4340,359739884395;346
268;268;0,2842076671591386;373499232;0;0;0,12445691329827936;0;0,2628637104502993;0;0,006982699597913947;0,015838578380922348;0;0,45371574540676274;0;0,13544754402080494;0;50272,81999999997;151,88163141993948;7;15000;7983,292205438069;331
41;41;0,1682013546886841;373518535;0;0;0;0,5073663103876023;0;0;0;0;0;0;0;0;0,4762782715084369;1176,98;117,69800000000001;3;5000;7,731999999999999;10
48;48;0,32596195111040044;374086275;0,16805518863185628;0;0,03734311686282098;0;0,035095683364899107;0,5594732670762156;0;0;0;0,20003274406420812;0;0;0;2687,5099999999998;141,4478947368421;5;20000;67,8957894736842;19
269;269;0,3737428791843028;374358603;0;0;0,007605375875160784;0,016970815202100583;0,12302414698916335;0,003702472460320728;0;0;0,006088253384999146;0,3057940580332445;0;0,36507482227367744;0,15803356165060384;53634,43000000003;146,1428610354224;11;5000;2168,2637874659385;367
69;69;0,1542489063120499;374360736;0;0;0;0,7380008850730183;0;0;0;0;0;0;0;0,08175924513772383;0;3999,6700000000014;95,23023809523814;3;5000;1803,4807142857144;42
15;15;0,07364949959091746;374702928;0;0;0;0,8076492456973888;0;0;0;0;0;0,07189917751589706;0;0;0;1393,3400000000001;107,18;4;5000;956,3238461538463;13
277;277;0,17328873522780158;374975896;0;0;0,5307347146307362;0;0;0;0;0;0;0,3764357442481252;0;0;0,06779204271005469;7866,999999999997;145,68518518518513;5;20000;4396,325740740741;54
134;134;0,11935842887578844;375023535;0;0;0;0;0;0;0;0;0,948216314473983;0,04932330720290842;0;0;0;14083,200000000003;165,68470588235297;3;7500;518,452;85
323;323;0,30624467335369226;375218159;0;0;0;0,18713859940918615;0;0;0;0,05913528491149172;0;0,027815197594594332;0;0,3711471059813036;0;8351,189999999991;97,10686046511618;5;50000;3670,863139534883;86
57;57;0,23730174168324292;375252798;0;0;0;0;0,3893594736274126;0;0;0;0,47826458749571593;0,09234316580090218;0;0;0,03947646798354018;189680,08999999953;143,37119425547962;6;1000;550,6008767951627;1323
208;208;0,2538914903682149;375266474;0,33712868818001107;0;0;0;0;0;0;0;0;0,33967594604800966;0;0;0;2806,9399999999996;77,97055555555555;3;20000;889,7525;36
126;126;0,24192729442844704;375393213;0;0;0,01704993097441705;0,14942702002096211;0;0,09869080081915939;0,6603271355252738;0;0;0,023077671335153826;0;0;0;15523,230000000003;115,84500000000003;7;10000;5645,521268656716;134
159;159;0,23566737978104704;375508601;0;0;0;0,3740624831381859;0,06857587366679256;0;0;0;0;0,5573616431950215;0;0;0;2223,96;202,17818181818183;3;15000;67,27;11
274;274;0,17967345456826725;375673525;0;0;0,7839576554858916;0,15726940556061259;0;0;0;0;0;0,033304750559237435;0;0,019697419971780535;0;11743,670000000004;136,55430232558143;5;7500;581,054069767442;86
44;44;0,1837570043037651;375719119;0;0;0;0;0;0;0;0,3375111906893465;0,06517072419402971;0,005746960464377509;0;0;0;1038,81;61,10647058823529;5;1000;402,0111764705883;17
0;0;0,12745597470034106;375791792;0;0;0;0;0,9969057607997643;0;0;0;0;0;0;0;0;5403,59;135,08975;2;500;106,606;40
259;259;0,2045611173866291;376007961;0;0;0,4226792540112843;0;0,026851241834650784;0;0;0;0,06736529571746;0,4824538854401094;0;0;0;36489,560000000005;148,33154471544717;5;15000;7161,434186991873;246
134;134;0,15033370974561858;376046958;0;0;0;0,03850802814360456;0;0;0;0;0,9583146735150853;0;0;0;0;18846,199999999993;142,77424242424237;3;7500;4506,591590909091;132
148;148;0,34453096583740433;376356469;0;0;0;0,22876555814858027;0,15760222189809406;0;0;0,1817720488136911;0;0;0;0,2872909373784519;0;3290,880000000001;96,79058823529415;6;7500;1774,3920588235294;34
14;14;0,10984056628193944;376408050;0;0;0;0,991269216929311;0;0;0;0;0,0035039066683943154;0,0007509660865801315;0;0;0;49855,78000000001;136,59117808219182;6;5000;2828,310849315069;365
212;212;0,12513476894065154;376568443;0;0,018362691051703947;0,03763416590562637;0,036092408232430394;0;0;0;0;0;0,7488130499766605;0;0,159097684833579;0;20158,809999999998;156,2698449612403;5;250;112,88589147286821;129
231;231;0,21110784312931796;376733326;0;0;0;0;0,012424046164127282;0;0;0;0,08332288261234809;0,6706021505006894;0;0,17503869629975755;0,050932232943993856;11641,940000000004;133,81540229885061;7;7500;395,02402298850564;87
36;36;0,23714660118881095;376742173;0;0;0;0;0,7239749115538351;0;0;0;0;0,2345101804406133;0;0;0;958,2099999999997;56,36529411764704;3;10000;520,3423529411765;17
32;32;0,23666806731963622;376782297;0;0;0;0,6440211822819487;0;0;0;0,010208263678426213;0,20317302818192604;0;0;0;0;1854,3799999999999;97,59894736842105;5;250;69,68526315789474;19
66;66;0,16767633975606386;376786316;0;0;0;0;0;0,8933189789031278;0;0;0;0;0;0;0;2415,050000000001;67,08472222222225;3;15000;119,05583333333334;36
15;15;0,10474529014766026;376821915;0;0;0;0,8927834201565182;0;0;0;0;0,0025201255394747928;0,03156734591435937;0;0;0;16495,210000000003;139,78991525423731;4;5000;661,767881355932;118
224;224;0,20243572676072932;377216631;0,15325835158960596;0;0;0,34436745946059255;0;0;0;0;0;0,16671733000702296;0;0;0;954,0100000000002;59,625625000000014;4;250;120,801875;16
14;14;0,12034043578463532;377266339;0;0;0;0,8657778646052251;0,11438446410689543;0;0;0;0;0,001659322598768438;0;0;0,006782246312664278;63881,490000000005;146,854;6;2500;1524,8065517241391;435
