cluster_id;node_id;distance;accountNumber;transactionAmount|Сумма;transactionDateTime|Количество;transactionDateTime|Минимум;transactionDateTime|Максимум;transactionAmount|Среднее;merchantCategoryCode|Мода;merchantCategoryCode|Кол-во уникальных
85;85;0,0070506261079237515;467983630;15893,129999999997;105;04.01.2016 08:40:57;26.12.2016 19:51:04;151,36314285714283;fastfood;4
9;9;0,012584914367597901;593980667;12558,389999999998;89;07.01.2016 00:52:06;18.12.2016 11:48:49;141,1055056179775;subscriptions;2
7;7;0,006924164430429805;452982739;645,64;6;11.03.2016 03:12:24;21.10.2016 11:13:35;107,60666666666667;online_gifts;2
159;159;0,003075003004298947;447734136;4786,910000000001;36;02.01.2016 20:40:05;26.12.2016 00:05:20;132,96972222222223;entertainment;5
53;53;0,00484801173670231;424062611;12945,7;99;01.01.2016 08:15:49;26.12.2016 02:00:08;130,76464646464646;subscriptions;3
191;191;0,0053178052564397515;589278214;17688,619999999984;124;03.01.2016 04:16:01;29.12.2016 17:24:48;142,65016129032244;online_retail;6
166;166;0,006537444354851571;755769217;13630,75;132;03.01.2016 03:51:23;30.12.2016 20:28:35;103,26325757575758;online_retail;8
128;128;0,0025459669294513702;493644149;12267,080000000009;100;18.01.2016 07:22:15;29.12.2016 12:15:38;122,67080000000009;entertainment;5
31;31;0,005253451044008674;640888063;273,73;14;07.01.2016 17:34:41;10.12.2016 02:49:23;19,552142857142858;online_subscriptions;2
54;54;0,006227437896584318;586704391;2022,6399999999994;14;13.01.2016 17:51:17;02.12.2016 12:48:47;144,47428571428568;online_retail;3
214;214;0,0025448130039458176;289898429;34828,48000000005;241;01.01.2016 22:43:55;30.12.2016 05:51:28;144,51651452282178;entertainment;7
184;184;0,004844935559751429;389723029;24030,349999999984;185;06.01.2016 06:41:40;30.12.2016 00:43:14;129,8937837837837;fastfood;7
81;81;0,0032023585951981934;514022127;9760,540000000006;88;02.01.2016 17:33:49;30.12.2016 12:18:16;110,91522727272735;fastfood;4
214;214;0,0054442144252718205;206938791;36085,310000000056;253;02.01.2016 03:17:10;29.12.2016 22:06:44;142,62968379446662;online_retail;7
200;200;0,009233197963018944;197586038;4228,95;27;20.01.2016 14:37:47;22.12.2016 20:57:09;156,62777777777777;entertainment;7
93;93;0,0036468853391430013;972890461;3495,4000000000037;49;07.03.2016 06:40:26;26.12.2016 05:05:00;71,3346938775511;food_delivery;4
94;94;0,0014942378116963066;771304507;6386,039999999998;70;04.01.2016 06:48:00;30.12.2016 10:25:16;91,22914285714283;fastfood;4
39;39;0,00573391694073907;646751348;8741,220000000001;58;05.01.2016 04:43:34;27.12.2016 17:08:58;150,71068965517244;online_retail;3
42;42;0,017160671595215306;742149911;957,66;5;10.01.2016 23:31:26;07.10.2016 02:38:13;191,53199999999998;entertainment;2
142;142;0,0011710622315603792;799299921;6455,7000000000035;62;14.01.2016 16:45:37;26.12.2016 10:28:28;104,12419354838715;fastfood;5
84;84;0,0020490322560050775;802913488;11616,680000000004;79;01.01.2016 04:27:56;22.12.2016 18:45:47;147,04658227848105;online_retail;4
93;93;0,007035707219673866;702013336;3617,0400000000027;52;25.03.2016 03:14:24;30.12.2016 10:46:18;69,55846153846159;fuel;4
171;171;0,010050920324992288;579781436;1660,4899999999998;18;07.03.2016 08:19:46;28.12.2016 17:59:58;92,24944444444444;fastfood;6
188;188;0,0024682332412081297;135802675;5841,670000000001;49;09.01.2016 07:41:06;30.12.2016 02:53:18;119,21775510204084;fastfood;6
190;190;0,006490372473828848;417544865;7732,809999999998;56;08.01.2016 01:57:25;27.12.2016 00:03:57;138,08589285714282;online_gifts;6
127;127;0,001118624696499721;765240064;4979,15;45;08.01.2016 09:48:22;29.12.2016 03:34:03;110,64777777777778;online_retail;5
142;142;0,0008372402448946115;204251957;7561,009999999997;73;07.01.2016 02:14:08;29.12.2016 03:43:21;103,57547945205475;rideshare;5
4;4;0,0024533658196562312;579225506;653,05;9;08.07.2016 14:11:55;30.12.2016 07:37:50;72,5611111111111;mobileapps;2
188;188;0,00357794651073391;334417376;10919,310000000001;90;13.01.2016 10:57:19;30.12.2016 01:11:26;121,32566666666668;hotels;6
6;6;0,008069042311178049;977858540;2506,9100000000003;26;01.01.2016 02:41:09;25.12.2016 18:49:01;96,4196153846154;food_delivery;2
163;163;0,003782063430608286;751505093;17780,489999999998;115;04.01.2016 13:00:42;30.12.2016 16:24:31;154,6129565217391;fastfood;5
7;7;0,0068414478272802925;944235869;1076,4199999999998;10;13.05.2016 09:42:27;09.12.2016 07:46:26;107,64199999999998;cable/phone;2
199;199;0,009927694956504066;554259121;4329,2300000000005;31;02.01.2016 19:08:42;29.12.2016 00:00:25;139,6525806451613;fastfood;7
81;81;0,004222377117310388;551217813;9597,720000000003;87;04.01.2016 19:40:24;28.12.2016 12:46:35;110,3186206896552;fastfood;4
169;169;0,014883030907091586;666907230;6511,249999999999;70;26.01.2016 13:28:26;29.12.2016 08:40:05;93,01785714285712;auto;7
92;92;0,0013487135784754842;452882874;1297,47;21;22.06.2016 15:00:26;28.12.2016 14:43:05;61,784285714285716;fuel;4
181;181;0,015422136357451717;176842082;11105,340000000004;97;06.01.2016 10:06:13;30.12.2016 05:26:53;114,48804123711344;food_delivery;8
40;40;0,009956013111026034;744501796;56283,36000000004;368;01.01.2016 12:08:53;30.12.2016 21:09:44;152,94391304347837;rideshare;3
2;2;0,02759519665162951;497298194;481,58000000000004;5;15.01.2016 16:35:26;01.12.2016 18:56:08;96,316;fastfood;1
64;64;0,00030777894384303187;105581634;1466,3600000000004;19;28.05.2016 08:37:41;28.12.2016 01:19:42;77,17684210526318;fuel;3
37;37;0,004433254900196556;117360307;3742,78;30;11.01.2016 07:56:48;22.12.2016 21:58:35;124,75933333333334;food;3
29;29;0,014771094410557238;313335144;11352,78;74;17.01.2016 18:58:34;27.12.2016 09:42:51;153,41594594594596;online_gifts;1
207;207;0,0036126103425066607;142462254;53491,84999999999;369;01.01.2016 11:49:23;29.12.2016 00:43:07;144,9643631436314;fastfood;6
10;10;0,0072100101476840145;720884644;8373,340000000002;58;04.01.2016 10:19:51;21.12.2016 18:54:48;144,36793103448278;food;2
206;206;0,002590365446845161;516795305;105262,36999999984;727;01.01.2016 21:59:22;30.12.2016 08:02:24;144,7900550206325;auto;6
71;71;0,008222978819936545;438021749;10555,280000000002;62;03.01.2016 12:57:38;25.12.2016 05:27:00;170,24645161290326;entertainment;3
126;126;0,005501089574953711;989718466;3154,569999999999;34;09.01.2016 05:57:20;24.12.2016 05:28:07;92,78147058823527;fuel;5
199;199;0,007048332834200741;321944399;51429,23999999998;379;04.01.2016 10:54:35;29.12.2016 21:22:38;135,69720316622687;rideshare;7
98;98;0,004338434456852987;314905363;24058,480000000007;173;07.01.2016 09:16:53;27.12.2016 02:10:26;139,06635838150294;furniture;4
83;83;0,004972196502373157;998209824;5592,500000000003;41;23.01.2016 22:01:38;30.12.2016 17:17:02;136,4024390243903;fastfood;4
213;213;0,02253010022503229;592932056;157965,69999999995;1033;01.01.2016 10:44:27;30.12.2016 23:45:17;152,91936108422067;auto;8
143;143;0,0029852175015518496;475166226;7776,760000000001;66;06.01.2016 16:08:54;25.12.2016 03:48:10;117,82969696969698;online_retail;5
196;196;0,011442747788241898;794372947;24603,900000000016;174;03.01.2016 12:44:04;23.12.2016 02:11:22;141,40172413793113;rideshare;9
189;189;0,002046480312345717;695973138;15838,480000000001;123;02.01.2016 00:51:13;30.12.2016 13:08:29;128,76813008130082;fastfood;6
81;81;0,001772164350540566;461367826;2488,8700000000003;22;05.01.2016 20:56:49;23.12.2016 13:47:54;113,13045454545455;food;4
51;51;0,0014107576436185956;176411873;3317,079999999999;32;04.01.2016 01:12:22;11.12.2016 20:49:27;103,65874999999997;online_retail;3
95;95;0,004733909214386956;519116354;3684,289999999999;34;16.01.2016 22:57:56;30.12.2016 00:29:37;108,36147058823526;fuel;4
90;90;0,0010504691550265797;261584651;1039,7999999999997;37;01.01.2016 20:10:03;28.12.2016 02:08:00;28,102702702702697;fuel;4
192;192;0,004286466368967556;236640032;8828,39;60;05.01.2016 21:18:09;26.12.2016 21:29:07;147,1398333333333;rideshare;6
8;8;0,006849080079978216;897144400;3358,7099999999996;28;30.01.2016 01:42:16;28.12.2016 02:25:44;119,95392857142856;entertainment;2
210;210;0,02222988949282872;385048685;38244,92999999998;258;01.01.2016 07:53:08;30.12.2016 17:48:19;148,2361627906976;online_retail;10
64;64;0,011936319258720053;552436080;708,22;10;24.04.2016 16:02:21;28.12.2016 08:19:07;70,822;online_subscriptions;3
87;87;0,013792667548733236;970253341;3975,9200000000005;20;27.01.2016 19:22:40;30.12.2016 23:23:03;198,79600000000002;entertainment;3
82;82;0,00431194499759607;325051746;15184,64;121;02.01.2016 08:38:46;30.12.2016 15:10:23;125,49289256198347;entertainment;4
179;179;0,004944811571380881;224065989;23341,55999999998;158;10.01.2016 04:31:59;29.12.2016 21:13:47;147,73139240506316;online_gifts;5
9;9;0,004460943107538874;149292290;2515,4799999999996;19;14.01.2016 17:27:25;22.12.2016 23:36:23;132,3936842105263;fastfood;2
7;7;0,011797250148146343;144713372;938,6299999999999;8;05.02.2016 05:42:56;30.11.2016 01:25:14;117,32874999999999;entertainment;2
189;189;0,0010753302096271672;627108425;18752,79;147;02.01.2016 06:54:10;30.12.2016 00:02:00;127,57000000000001;rideshare;6
187;187;0,004716337402362298;706859631;8914,689999999999;80;02.01.2016 05:42:43;30.12.2016 10:49:53;111,43362499999998;fastfood;6
98;98;0,005517818481315923;697765145;4141,089999999999;30;02.01.2016 14:34:36;23.12.2016 02:14:56;138,03633333333332;rideshare;4
199;199;0,009644590023802885;240966299;12125,840000000007;90;20.01.2016 06:40:25;26.12.2016 00:39:19;134,73155555555564;entertainment;7
192;192;0,0031984585962130784;192620654;24792,15999999999;169;01.01.2016 03:13:20;29.12.2016 04:20:43;146,69917159763307;online_retail;6
188;188;0,00669240359299167;718297454;6261,540000000003;51;02.01.2016 10:01:39;30.12.2016 15:36:19;122,7752941176471;fastfood;6
222;222;0,01213508925338375;408835872;53782,66999999999;339;01.01.2016 11:26:07;30.12.2016 19:15:39;158,65094395280232;online_gifts;6
4;4;0,0011576436814123234;318148860;1488,6299999999999;20;30.01.2016 04:35:19;28.12.2016 02:55:32;74,4315;hotels;2
32;32;0,0032302973571024423;636149384;505,91;14;20.08.2016 08:53:34;25.12.2016 16:18:47;36,136428571428574;fuel;2
83;83;0,0021301923677219965;358490926;6447,730000000001;48;03.01.2016 10:01:23;26.12.2016 00:31:46;134,32770833333336;online_retail;4
71;71;0,003671942449157367;876604893;5468,16;31;26.02.2016 10:42:12;12.12.2016 08:15:32;176,3922580645161;fastfood;3
84;84;0,009286106287429407;165608964;47889,250000000015;322;03.01.2016 13:01:42;30.12.2016 02:15:07;148,72437888198763;online_retail;4
56;56;0,0035678696152643286;667520057;9214,829999999998;57;08.01.2016 04:17:04;30.12.2016 21:17:54;161,66368421052627;online_retail;3
121;121;0,0014666879108526042;545984660;986,7499999999998;19;10.02.2016 08:34:43;13.12.2016 00:45:09;51,93421052631578;online_subscriptions;5
11;11;0,009404909112132643;833614398;4113,329999999999;25;01.01.2016 09:14:23;13.12.2016 04:16:19;164,53319999999997;online_retail;2
84;84;0,0017784868596338978;156963020;13626,500000000002;93;01.01.2016 20:54:42;13.12.2016 12:22:31;146,5215053763441;food;4
92;92;0,0016414457349712747;464908961;1012,91;16;20.02.2016 09:00:43;13.12.2016 19:54:47;63,306875;mobileapps;4
97;97;0,002832915170576804;117231340;17072,160000000003;132;04.01.2016 04:55:18;29.12.2016 13:22:00;129,3345454545455;online_retail;4
163;163;0,0036680291183625756;928752224;18361,28999999999;116;08.01.2016 10:32:38;25.12.2016 01:44:16;158,2869827586206;food;5
197;197;0,006507181001607862;536582330;18198,809999999994;131;03.01.2016 16:23:07;25.12.2016 06:57:50;138,92221374045798;online_retail;8
32;32;0,00214916596769507;809510419;71,11;2;03.12.2016 14:35:03;29.12.2016 21:20:55;35,555;health;2
151;151;0,009951206778490825;307983389;4105,3899999999985;54;06.01.2016 09:19:46;26.12.2016 13:47:07;76,02574074074072;fuel;7
188;188;0,0019442335804383784;758304650;9625,409999999996;80;01.01.2016 06:35:13;20.12.2016 22:24:14;120,31762499999995;online_retail;6
140;140;0,006087738950829241;613612403;2596,7399999999993;35;23.02.2016 21:26:51;27.12.2016 23:35:41;74,19257142857141;fuel;5
144;144;0,0012307013666902251;212548902;10569,399999999998;81;06.01.2016 10:39:08;24.12.2016 23:18:32;130,48641975308638;rideshare;5
183;183;0,0064003526773005175;799845924;21564,800000000007;191;01.01.2016 17:52:25;30.12.2016 17:06:43;112,90471204188485;fastfood;7
35;35;0,001092509012164248;964995698;851,1199999999999;9;31.03.2016 08:29:47;24.12.2016 01:06:04;94,56888888888888;auto;3
64;64;0,006491370746242076;290255839;2573,2300000000005;32;18.01.2016 07:55:05;28.12.2016 15:17:14;80,41343750000001;fuel;3
217;217;0,05342062625030014;225678947;556400,5399999988;3792;01.01.2016 00:09:07;30.12.2016 20:15:30;146,73010021097014;food;7
187;187;0,00435542806080743;853551163;3218,5;29;02.01.2016 23:05:17;10.12.2016 22:24:03;110,98275862068965;online_retail;6
95;95;0,00628952414197947;243425140;2771,5200000000004;27;18.02.2016 19:12:33;21.12.2016 13:24:21;102,6488888888889;online_retail;4
9;9;0,00544508249647276;189872946;1373;10;21.01.2016 12:37:56;01.12.2016 05:03:09;137,3;fastfood;2
190;190;0,003343818431590471;659504795;20828,79999999999;156;01.01.2016 14:55:43;30.12.2016 13:39:02;133,51794871794866;subscriptions;6
127;127;0,0009509196684167119;629050220;4766,05;43;14.01.2016 13:00:17;25.12.2016 23:37:23;110,83837209302327;online_retail;5
84;84;0,006266518472658821;158904080;15246,55;106;02.01.2016 21:42:05;25.12.2016 00:43:36;143,83537735849055;food;4
210;210;0,02097571164129859;831203988;65550,63;431;01.01.2016 01:29:28;30.12.2016 21:44:44;152,08962877030163;auto;10
54;54;0,0031681998496215515;922950844;17108,499999999996;122;02.01.2016 09:51:45;28.12.2016 05:55:48;140,23360655737702;online_retail;3
187;187;0,004238276484423281;427490022;8561,099999999995;77;09.01.2016 14:09:05;28.12.2016 18:59:14;111,18311688311681;entertainment;6
143;143;0,0035287096381206675;408098506;5076,489999999999;43;03.01.2016 00:19:05;26.12.2016 00:45:53;118,05790697674416;hotels;5
188;188;0,005977607807210469;623898208;10128,909999999998;87;02.01.2016 16:26:03;27.12.2016 15:08:31;116,42425287356319;health;6
52;52;0,005418600388397451;963089071;1811,8600000000004;16;28.01.2016 01:25:37;20.12.2016 02:46:34;113,24125000000002;online_retail;3
183;183;0,006116566710819922;875045368;11803,62;105;09.01.2016 14:24:22;29.12.2016 07:49:47;112,41542857142858;rideshare;7
126;126;0,005294436957171011;873934641;4525,67;46;09.01.2016 19:39:30;19.12.2016 16:24:31;98,3841304347826;fuel;5
192;192;0,002742507277843989;757910743;11717,520000000002;80;01.01.2016 03:47:26;28.12.2016 19:05:19;146,46900000000002;fastfood;6
83;83;0,003877160367436436;575378813;6656,3799999999965;49;01.01.2016 06:36:25;30.12.2016 00:56:33;135,8444897959183;fastfood;4
84;84;0,0013993032210494261;550089395;17270,34;118;01.01.2016 09:30:47;26.12.2016 12:19:26;146,35881355932204;fastfood;4
8;8;0,002431800591371266;882417982;1100,98;9;03.01.2016 08:38:11;29.10.2016 04:19:47;122,33111111111111;online_gifts;2
1;1;0,03260858135782695;266636812;63,25;1;23.04.2016 18:34:39;23.04.2016 18:34:39;63,25;entertainment;1
161;161;0,0034666340303958288;129189443;78731,88000000006;550;01.01.2016 21:48:13;30.12.2016 06:06:11;143,14887272727285;online_retail;5
188;188;0,00538665887780538;785354060;16625,26999999999;136;10.01.2016 17:33:29;30.12.2016 15:14:48;122,2446323529411;rideshare;6
40;40;0,0052104825058938535;859206656;6194,4400000000005;40;02.01.2016 09:48:34;30.12.2016 05:59:09;154,86100000000002;food;3
63;63;0,003795518762764613;401176522;1117,63;18;19.03.2016 05:06:57;16.12.2016 12:16:52;62,09055555555556;entertainment;3
1;1;0,014739686512477645;456500351;53,94;1;27.06.2016 23:42:15;27.06.2016 23:42:15;53,94;fastfood;1
159;159;0,004962371113717237;258796896;24946,369999999995;184;03.01.2016 02:15:36;28.12.2016 08:57:15;135,57809782608692;entertainment;5
35;35;0,003645349160587073;598560220;1646,2399999999998;17;11.01.2016 19:21:18;04.12.2016 23:51:28;96,83764705882352;online_subscriptions;3
53;53;0,004964462124078141;934499811;7425,460000000002;59;11.01.2016 13:03:15;29.12.2016 14:21:06;125,85525423728816;hotels;3
206;206;0,00654447781030363;205107530;84695,00000000001;590;01.01.2016 22:09:37;30.12.2016 15:55:38;143,55084745762716;entertainment;6
200;200;0,009894370714861656;444441912;10478,140000000001;69;15.01.2016 10:03:23;28.12.2016 04:49:46;151,85710144927538;rideshare;7
140;140;0,00449508480293414;962874611;2949,109999999999;37;15.01.2016 06:00:15;27.12.2016 13:11:40;79,70567567567565;fuel;5
27;27;0,0023921155241147752;611335085;1221,4499999999998;7;20.01.2016 22:50:01;28.12.2016 05:00:04;174,4928571428571;online_retail;2
159;159;0,002153436686281265;506164787;11032,200000000003;83;04.01.2016 05:32:41;29.12.2016 04:46:52;132,91807228915667;entertainment;5
5;5;0,0061130894388543855;432369404;427,41;5;18.01.2016 19:01:27;19.07.2016 18:49:21;85,482;online_retail;2
187;187;0,009552844458766066;531684067;3955,0699999999997;38;08.01.2016 18:29:06;26.12.2016 01:48:47;104,0807894736842;food;6
136;136;0,00656964551815791;624765403;2735,7899999999995;44;05.01.2016 22:01:46;28.12.2016 18:58:45;62,17704545454544;mobileapps;6
54;54;0,0049417641859029445;180431396;3163,2100000000005;22;08.01.2016 19:17:01;16.12.2016 01:19:35;143,78227272727275;airline;3
35;35;0,0029573635166380914;704834006;8741,56;93;02.01.2016 10:11:50;26.12.2016 13:47:45;93,99526881720429;food;3
110;110;0,0038741053359048197;607559212;11252,97000000001;113;08.01.2016 00:23:22;30.12.2016 11:11:17;99,5838053097346;food_delivery;4
214;214;0,008846507579356693;340823616;19489,500000000007;137;05.01.2016 08:15:26;28.12.2016 07:44:56;142,2591240875913;online_retail;7
83;83;0,0053854952390426205;345977574;3164,1400000000003;24;10.01.2016 19:09:10;27.12.2016 16:41:23;131,83916666666667;entertainment;4
56;56;0,009627041404495695;565349113;5557,980000000001;33;29.02.2016 01:59:55;29.12.2016 13:58:44;168,4236363636364;online_retail;3
81;81;0,0017339219510313574;813261901;4190,179999999999;37;10.02.2016 00:42:27;22.12.2016 04:52:49;113,24810810810808;fuel;4
208;208;0,003939438111922158;886583457;18941,720000000005;126;07.01.2016 01:50:15;30.12.2016 16:48:20;150,33111111111114;online_retail;6
56;56;0,004398517565196132;358129631;9350,849999999999;58;01.01.2016 22:17:18;28.12.2016 12:11:41;161,2215517241379;rideshare;3
93;93;0,002096475421713592;354975292;2228,82;30;04.01.2016 21:33:41;30.12.2016 15:32:52;74,29400000000001;entertainment;4
217;217;0,05370925587420913;379443741;567838,8300000001;3697;01.01.2016 01:07:30;30.12.2016 21:52:00;153,59449012713011;fastfood;7
93;93;0,0006769360878689428;871321095;2331,27;32;22.01.2016 02:58:16;21.12.2016 02:39:36;72,8521875;fuel;4
103;103;0,008808036585425992;246751993;2241,92;11;04.04.2016 10:12:41;27.12.2016 01:47:26;203,8109090909091;airline;4
158;158;0,0012304048821984573;381462401;10899,230000000007;86;02.01.2016 01:14:35;30.12.2016 12:22:04;126,73523255813961;food;5
13;13;0,013244930455095408;764357348;4004,8599999999997;28;26.01.2016 17:38:01;18.11.2016 22:24:53;143,03071428571428;fastfood;1
164;164;0,006608704571151365;441439342;4668,390000000001;29;04.01.2016 18:47:54;28.12.2016 12:53:28;160,97896551724142;auto;5
199;199;0,008417479357950786;807851228;14237,130000000006;101;05.01.2016 01:36:19;30.12.2016 09:37:44;140,9616831683169;hotels;7
222;222;0,006670337632161231;815610352;7383,680000000002;46;11.01.2016 04:07:10;30.12.2016 14:02:59;160,5147826086957;online_gifts;6
84;84;0,00693792399973972;162489232;41656,49000000002;283;05.01.2016 08:02:04;29.12.2016 20:20:01;147,19607773851598;food;4
127;127;0,0005052258858521993;845471479;7092,109999999999;64;01.01.2016 08:10:31;30.12.2016 06:33:53;110,81421874999998;food;5
97;97;0,004988225734439593;876640185;4334,279999999999;33;03.01.2016 10:55:21;26.12.2016 07:26:22;131,34181818181816;fastfood;4
140;140;0,001508207698575305;147571162;4914,009999999999;64;10.01.2016 20:50:12;25.12.2016 10:05:24;76,78140624999999;rideshare;5
97;97;0,004019587157473008;995541440;10212,649999999998;78;02.01.2016 02:35:51;30.12.2016 14:44:46;130,93141025641023;entertainment;4
2;2;0,02343500568092552;850483759;941,49;10;27.01.2016 07:00:42;26.10.2016 15:08:44;94,149;food;1
110;110;0,0005150641523100821;531837509;2647,2300000000005;27;11.01.2016 23:19:12;29.12.2016 18:28:48;98,04555555555557;rideshare;4
62;62;0,005984434841716087;388122479;660,04;12;04.03.2016 00:28:04;16.12.2016 14:38:01;55,00333333333333;online_subscriptions;3
191;191;0,0021051134230115655;659613654;21789,150000000012;155;04.01.2016 23:42:08;29.12.2016 13:26:10;140,57516129032265;online_retail;6
43;43;0,006262199138344136;795357306;2814,7199999999993;15;07.04.2016 20:41:56;22.12.2016 06:21:07;187,64799999999997;rideshare;1
199;199;0,014220423429337487;768845151;80864,17999999988;587;02.01.2016 05:18:41;30.12.2016 23:29:00;137,7583986371378;online_retail;7
53;53;0,004471467873229345;535296609;11236,789999999997;86;08.01.2016 14:07:55;30.12.2016 06:09:43;130,66034883720928;online_retail;3
98;98;0,006594937547941866;239776910;34595,159999999996;247;02.01.2016 15:50:20;28.12.2016 20:14:54;140,0613765182186;online_retail;4
172;172;0,0007120996000763929;352226051;8318,84;84;01.01.2016 23:47:01;29.12.2016 11:38:38;99,03380952380952;personal care;6
56;56;0,004240274395493572;572658943;23850,970000000012;147;01.01.2016 00:37:57;28.12.2016 01:58:12;162,25149659863953;online_retail;3
221;221;0,011856449205884021;222265414;130408,60999999994;847;01.01.2016 08:05:29;29.12.2016 08:12:57;153,96530106257373;airline;6
92;92;0,0025521207961728856;584080052;1148,3200000000002;18;27.01.2016 13:48:15;10.12.2016 10:22:22;63,795555555555566;mobileapps;4
199;199;0,007453162818559066;164206077;50825,5;360;02.01.2016 08:10:49;28.12.2016 20:31:55;141,18194444444444;online_retail;7
8;8;0,007663160377455917;458470066;1912,6399999999996;16;08.03.2016 09:17:00;05.12.2016 14:40:13;119,53999999999998;online_retail;2
146;146;0,0033613598963286254;603370980;52335,32999999999;377;03.01.2016 17:52:42;28.12.2016 02:50:06;138,8205039787798;personal care;5
89;89;0,01946832093755595;517564793;1126,8100000000002;4;15.02.2016 12:25:09;07.09.2016 22:20:07;281,70250000000004;fastfood;3
50;50;0,002834772512954587;876698802;2398,59;27;12.01.2016 17:21:32;11.12.2016 21:34:34;88,83666666666667;online_gifts;3
210;210;0,10848301443783026;248663206;315813,61999999936;2092;01.01.2016 03:50:57;30.12.2016 20:42:15;150,96253346080275;food;11
190;190;0,0014140431804139052;584733197;17604,239999999994;131;02.01.2016 00:53:05;30.12.2016 14:54:51;134,38351145038163;online_retail;6
40;40;0,009386953658124657;967735723;9670,02;61;06.01.2016 07:19:48;26.12.2016 23:05:11;158,5249180327869;personal care;3
94;94;0,00445305617085896;193556098;2722,21;29;06.01.2016 08:41:43;29.12.2016 01:15:30;93,86931034482758;mobileapps;4
192;192;0,00234607329370742;571721798;15979,819999999996;109;02.01.2016 16:13:43;30.12.2016 21:33:34;146,60385321100915;auto;6
145;145;0,003314417213902264;328346060;4816,769999999999;35;04.01.2016 18:07:46;20.12.2016 20:04:04;137,62199999999996;subscriptions;5
83;83;0,006007233886215222;837163657;8916,500000000004;65;02.01.2016 05:53:02;25.12.2016 08:26:33;137,17692307692315;entertainment;4
40;40;0,001529478396353707;967952818;22770,03;147;04.01.2016 09:48:08;29.12.2016 21:04:22;154,89816326530612;fastfood;3
6;6;0,009909118673913987;329529130;668,31;7;28.02.2016 05:44:17;02.10.2016 13:03:28;95,47285714285714;fastfood;2
194;194;0,002256618056915232;595784792;34064,850000000006;234;02.01.2016 10:49:10;30.12.2016 09:23:23;145,57628205128208;online_retail;5
62;62;0,004542365508137767;284716298;643,8500000000001;13;23.01.2016 00:04:55;29.12.2016 08:53:49;49,52692307692309;online_retail;3
61;61;0,00414478437905109;160406809;1022,0300000000002;29;24.02.2016 12:39:35;26.12.2016 21:45:56;35,24241379310345;fuel;3
81;81;0,0021673735657607527;655620430;3062,3;27;01.01.2016 21:54:19;30.11.2016 09:00:13;113,41851851851852;fastfood;4
212;212;0,005480657507708391;373482367;54338,36999999996;362;01.01.2016 07:34:19;30.12.2016 13:45:25;150,105994475138;online_retail;8
165;165;0,02474526159789163;467332856;10114,860000000006;120;11.01.2016 07:03:11;27.12.2016 05:19:45;84,29050000000005;rideshare;8
172;172;0,0081155909082014;623776421;8611,050000000001;91;05.01.2016 00:58:52;29.12.2016 10:18:24;94,62692307692309;personal care;6
92;92;0,0014651639874811682;878235266;556,1;9;01.02.2016 02:15:54;08.12.2016 03:15:46;61,78888888888889;food;4
8;8;0,008427889875881694;868670422;9202,609999999997;72;02.01.2016 20:15:28;29.12.2016 04:54:53;127,81402777777774;online_gifts;2
159;159;0,0019429174041217699;409650480;11207,050000000003;83;01.01.2016 00:10:20;29.12.2016 04:25:51;135,02469879518077;fastfood;5
189;189;0,009258082666121848;151258718;36694,34;280;01.01.2016 14:47:10;30.12.2016 09:07:00;131,05121428571428;rideshare;6
29;29;0,019502373971367365;675656700;150,94;1;12.07.2016 20:50:24;12.07.2016 20:50:24;150,94;fastfood;1
82;82;0,0011249656659917705;256938922;6645,050000000001;54;20.01.2016 13:49:14;16.12.2016 12:54:04;123,0564814814815;subscriptions;4
82;82;0,0034266397792664218;253519462;2125,72;17;11.01.2016 00:30:48;13.12.2016 07:22:39;125,04235294117646;rideshare;4
71;71;0,008084696629436368;177131801;5109,53;30;01.01.2016 12:03:06;27.12.2016 12:46:17;170,31766666666667;online_gifts;3
117;117;0,010306844615236756;806753981;37300,51000000001;232;01.01.2016 15:55:00;28.12.2016 11:12:42;160,77806034482762;entertainment;4
44;44;0,018791010561509922;923516182;1662,83;8;01.01.2016 16:19:09;12.09.2016 06:29:59;207,85375;rideshare;1
110;110;0,004964119769164044;772476087;1915,2399999999998;19;14.01.2016 08:47:21;21.12.2016 20:39:13;100,80210526315788;fuel;4
194;194;0,0033612029578435256;321305938;41785,30000000002;284;01.01.2016 04:08:17;27.12.2016 17:25:40;147,13133802816907;auto;5
183;183;0,006663485087863381;789579617;13095,330000000009;110;05.01.2016 02:03:07;28.12.2016 08:51:57;119,04845454545463;food;7
214;214;0,008914646901150314;372858462;12966,410000000002;90;06.01.2016 19:37:26;25.12.2016 16:53:27;144,07122222222225;online_retail;7
171;171;0,010155962965067428;914284569;3678,9099999999985;45;20.01.2016 11:46:53;22.12.2016 04:15:26;81,75355555555552;fuel;6
84;84;0,00561998923438033;640232605;28932,100000000028;200;02.01.2016 02:06:12;30.12.2016 22:18:20;144,66050000000013;entertainment;4
221;221;0,00694758612469008;385021184;109124,17;701;01.01.2016 09:05:33;30.12.2016 03:57:43;155,66928673323824;online_retail;6
145;145;0,0043305091500606355;221928820;4356,140000000001;31;01.02.2016 18:43:13;24.12.2016 14:42:03;140,52064516129036;online_retail;5
222;222;0,013093084229904904;189537638;29375,120000000006;173;02.01.2016 12:20:36;26.12.2016 12:33:36;169,7983815028902;rideshare;6
