Номер кластера;Номер узла;Расстояние до узла;transactionAmount|Сумма;transactionDateTime|Количество;transactionAmount|Среднее;merchantCategoryCode|Кол-во уникальных;accountNumber;transactionDateTime|Минимум;transactionDateTime|Максимум;merchantCategoryCode|Мода;creditLimit|Среднее;currentBalance|Среднее
47;47;0,19905459896235408;598,74;4;149,685;2;882553261;01.02.2016 11:48:15;04.09.2016 04:57:52;fastfood;7500;247,595
84;84;0,29736083812569963;7662,130000000001;34;225,35676470588237;2;421826106;03.01.2016 20:02:08;21.12.2016 06:02:57;online_gifts;15000;3971,0026470588236
132;132;0,12885439828449347;2764,999999999999;28;98,74999999999997;5;628443748;18.01.2016 22:50:24;23.12.2016 01:26:21;entertainment;15000;1218,2135714285712
40;40;0,18375473650957544;43930,15000000001;314;139,90493630573252;6;848949550;07.01.2016 06:32:39;29.12.2016 11:55:25;food;50000;1716,804968152866
175;175;0,08775235036372464;2773,700000000001;27;102,72962962962967;5;152991752;15.01.2016 05:23:43;25.12.2016 07:40:17;online_retail;20000;1546,001111111111
207;207;0,10142510097501024;19648,289999999986;137;143,41817518248166;6;440677313;01.01.2016 14:19:08;28.12.2016 04:24:18;rideshare;20000;999,8992700729927
37;37;0,1397892450738892;924,6300000000005;18;51,36833333333336;5;889071349;06.03.2016 00:44:31;30.12.2016 06:47:19;mobileapps;5000;455,3455555555555
207;207;0,2101012375567497;31474,550000000017;178;176,82331460674166;7;581666160;05.01.2016 10:39:28;28.12.2016 21:48:25;rideshare;15000;1344,0820224719107
22;22;0,08740428682165093;716,7399999999999;15;47,78266666666666;4;511789325;02.02.2016 23:03:55;12.12.2016 17:50:32;mobileapps;20000;401,30733333333325
134;134;0,08815769377691829;5252,56;48;109,42833333333334;6;599353859;07.01.2016 11:35:54;18.12.2016 14:28:38;entertainment;1000;492,805
59;59;0,12433647307254281;1897,14;21;90,34;4;889676382;29.02.2016 11:04:57;24.12.2016 11:11:55;fuel;15000;694,4419047619048
18;18;0,07056349713361472;895,2699999999998;19;47,11947368421051;2;503203637;12.01.2016 00:27:07;14.12.2016 03:02:45;online_subscriptions;5000;498,6531578947368
175;175;0,06808841768904059;4420,96;35;126,31314285714286;5;418326532;13.01.2016 04:45:59;29.12.2016 15:42:48;online_retail;15000;249,8414285714286
21;21;0,16015197447107146;407,7;12;33,975;3;474439663;25.03.2016 10:14:45;25.12.2016 08:47:15;mobileapps;2500;10,951666666666668
200;200;0,04788748830100109;11754,489999999998;100;117,54489999999998;4;951802568;01.01.2016 17:49:38;25.12.2016 01:00:35;online_retail;2500;1310,2728999999995
21;21;0,06718060318438583;422,54999999999995;11;38,41363636363636;2;850558107;20.05.2016 01:51:34;22.12.2016 01:48:14;mobileapps;2500;34,42727272727273
10;10;0,06151576560868062;5011,22;38;131,8742105263158;3;351773213;08.01.2016 11:11:03;26.12.2016 08:10:40;food;5000;181,7815789473684
58;58;0,06927012369248593;2987,770000000001;36;82,99361111111114;5;446951170;09.01.2016 19:24:24;27.12.2016 11:43:06;fuel;7500;82,47722222222221
42;42;0,07917854257051382;2721,579999999999;38;71,62052631578945;4;548872361;28.01.2016 03:24:31;19.12.2016 19:09:06;fuel;5000;1310,2686842105263
132;132;0,07476628235222525;4440,63;38;116,85868421052632;4;924380001;10.01.2016 12:03:12;14.12.2016 18:20:45;entertainment;15000;1892,5442105263155
61;61;0,12643958559001425;2394,44;20;119,72200000000001;3;430643212;12.02.2016 19:49:14;30.12.2016 16:23:03;fastfood;1000;571,0980000000001
86;86;0,1540722849942622;20899,130000000016;138;151,44297101449285;8;714938696;01.01.2016 08:02:15;28.12.2016 07:42:04;online_gifts;2500;1578,5001449275376
133;133;0,10302810470024824;24371,429999999993;169;144,20964497041416;5;862408479;01.01.2016 22:40:25;28.12.2016 12:08:20;entertainment;10000;4652,982307692307
117;117;0,14535916927041548;672,53;9;74,72555555555556;4;812132442;03.01.2016 04:43:45;12.12.2016 04:20:28;entertainment;15000;48,965555555555554
123;123;0,30294518294771144;53819,76000000001;375;143,51936000000003;7;217675380;01.01.2016 20:41:58;30.12.2016 17:38:41;auto;15000;7678,01826666666
15;15;0,4771005875968319;41663,22999999997;301;138,4160465116278;9;316447056;04.01.2016 17:15:52;29.12.2016 23:31:21;fastfood;50000;1629,8502990033219
139;139;0,33756950603336977;5921,670000000004;49;120,85040816326539;8;494035888;07.01.2016 05:10:02;29.12.2016 14:18:06;auto;50000;2192,0861224489795
198;198;0,08404024726143698;3730,330000000001;40;93,25825000000002;5;866817890;04.01.2016 17:19:14;30.12.2016 07:02:18;online_retail;10000;204,19124999999994
210;210;0,08511437937335424;21121,37;165;128,008303030303;8;859102809;01.01.2016 08:26:38;30.12.2016 22:18:06;online_retail;1000;576,3204242424245
113;113;0,24621013693184043;1874,7699999999998;10;187,47699999999998;5;995238390;11.02.2016 12:18:06;12.12.2016 12:43:57;health;2500;81,66499999999999
197;197;0,05045577077862834;14367,169999999996;121;118,7369421487603;6;223671058;11.01.2016 21:57:21;30.12.2016 22:38:24;online_retail;5000;2659,6800000000007
137;137;0,24096453530317577;27273,900000000005;191;142,7952879581152;5;957964653;04.01.2016 03:38:25;29.12.2016 01:17:30;hotels;15000;6304,82392670157
186;186;0,0986856450569837;428,58000000000004;6;71,43;2;326417959;09.01.2016 10:29:35;21.12.2016 09:04:26;online_retail;5000;17,911666666666665
8;8;0,08142539643621646;71928,12000000005;490;146,79208163265318;6;990304907;02.01.2016 21:39:29;30.12.2016 07:50:26;food;7500;3004,2947346938795
91;91;0,0659956916445619;7440,379999999998;68;109,41735294117645;5;819671598;02.01.2016 21:26:16;29.12.2016 21:31:38;fastfood;7500;3800,2016176470597
170;170;0,07663544324291428;5196,3600000000015;39;133,24000000000004;3;260957165;06.01.2016 14:17:44;26.12.2016 03:06:21;online_retail;10000;159,33205128205125
106;106;0,11616928949468432;14716,080000000004;142;103,63436619718313;7;597804951;01.01.2016 10:12:19;29.12.2016 21:43:10;fastfood;7500;4091,709647887323
118;118;0,12563970212831574;41902,259999999995;292;143,50089041095887;3;776397045;03.01.2016 00:48:08;30.12.2016 11:43:22;entertainment;7500;4286,8610616438355
180;180;0,09710405608421756;50272,81999999997;331;151,88163141993948;7;373499232;03.01.2016 15:15:51;30.12.2016 18:29:16;online_retail;15000;7983,292205438069
85;85;0,12473545779399589;5710,009999999999;45;126,88911111111109;3;597008384;05.01.2016 12:54:14;26.12.2016 15:58:08;online_gifts;10000;2678,1722222222224
3;3;0,1701286246317927;337,04999999999995;8;42,131249999999994;2;390497853;06.05.2016 12:06:56;11.12.2016 20:10:52;online_subscriptions;15000;143,43875
213;213;0,03488797396630257;12992,340000000002;101;128,63702970297032;5;647004491;06.01.2016 06:36:03;29.12.2016 13:48:32;online_retail;2500;1301,0521782178216
178;178;0,07532457529503916;8878,109999999999;82;108,26963414634145;6;982478125;05.01.2016 12:20:42;30.12.2016 16:48:28;rideshare;5000;2981,2290243902435
66;66;0,22176931674484182;189096,84;1281;147,61658079625292;8;901402536;01.01.2016 05:45:46;30.12.2016 10:01:46;subscriptions;10000;5009,545862607332
8;8;0,06527516279824054;14613,239999999994;113;129,32070796460172;6;167731113;08.01.2016 18:24:22;30.12.2016 04:10:49;food;5000;2839,4876106194697
139;139;0,15183588663566855;21479,49999999999;131;163,96564885496176;5;473848124;04.01.2016 04:22:08;27.12.2016 20:35:14;auto;50000;9929,854122137402
210;210;0,08446050198350032;21608,77;157;137,63547770700637;8;940888996;01.01.2016 12:53:47;30.12.2016 01:41:34;online_retail;1000;575,3778980891718
203;203;0,20186254546804894;4699,83;19;247,3594736842105;2;231330051;28.02.2016 14:31:32;29.12.2016 01:19:22;online_retail;15000;1809,3936842105265
148;148;0,2431756055200048;36375,17000000003;231;157,46826839826852;5;978270580;01.01.2016 06:10:21;29.12.2016 14:04:49;entertainment;20000;12633,21974025974
97;97;0,47882542935525096;854160,58;5695;149,98429850746268;10;894938833;01.01.2016 04:54:29;30.12.2016 23:05:42;health;15000;9059,1327690957
14;14;0,09006620392276639;363,31;15;24,220666666666666;2;201937613;16.08.2016 17:15:08;23.12.2016 07:53:47;fuel;2500;121,22133333333335
143;143;0,08551996734194199;7054,609999999996;82;86,03182926829264;4;676438076;05.01.2016 22:24:22;28.12.2016 17:13:17;food_delivery;50000;3775,7958536585365
44;44;0,4021307057818127;447,15000000000003;6;74,525;2;467610330;21.07.2016 00:45:04;23.12.2016 06:58:30;fuel;50000;158,30666666666667
85;85;0,08152259323545206;2795,599999999999;29;96,39999999999996;4;820903166;02.01.2016 19:18:11;24.12.2016 20:03:47;online_gifts;7500;71,04965517241378
91;91;0,07931838360948211;14242,140000000003;87;163,70275862068968;5;392879698;08.01.2016 01:50:14;22.12.2016 10:48:45;fastfood;5000;3050,645862068965
192;192;0,10429050167471438;73376,37999999998;483;151,9179710144927;6;976639820;01.01.2016 16:30:24;27.12.2016 07:25:13;rideshare;10000;3091,3309523809544
70;70;0,24613856926780736;36763,799999999996;285;128,9957894736842;8;126649244;03.01.2016 09:18:58;29.12.2016 03:49:10;online_gifts;20000;1472,2256842105257
131;131;0,2126473759784693;21567,890000000007;154;140,05123376623382;6;619177942;02.01.2016 08:23:27;21.12.2016 02:05:38;entertainment;50000;10542,941558441555
57;57;0,09112760899039044;3107,4300000000003;66;47,08227272727273;6;540269516;22.01.2016 23:33:54;30.12.2016 07:09:29;fuel;1000;597,7760606060606
110;110;0,0799890366165923;7843,04;69;113,66724637681159;5;214128808;04.01.2016 12:57:16;29.12.2016 08:00:57;personal care;15000;3378,4752173913034
211;211;0,09143985945998766;5741,65;57;100,73070175438596;7;726659651;22.01.2016 23:13:44;22.12.2016 16:20:38;online_retail;2500;263,7036842105263
119;119;0,25891332683743723;1042,83;9;115,86999999999999;2;673083694;11.01.2016 00:01:35;24.09.2016 23:45:48;entertainment;500;306,26
183;183;0,0715889284584307;7947,070000000002;55;144,49218181818188;5;615802641;01.01.2016 11:46:40;29.12.2016 09:27:57;online_retail;5000;362,29018181818185
97;97;0,18163738477019606;9053,180000000004;60;150,8863333333334;7;893760176;02.01.2016 07:39:29;30.12.2016 04:53:01;health;7500;3338,851999999999
61;61;0,09476767052890053;6312,27;59;106,98762711864407;3;681791627;09.01.2016 12:55:54;30.12.2016 14:50:15;fastfood;2500;356,69576271186446
174;174;0,057914022510827494;2129,15;21;101,38809523809525;3;603243655;20.01.2016 07:32:53;26.12.2016 18:23:18;online_retail;15000;843,4961904761906
18;18;0,10417761506574255;717,1199999999999;16;44,81999999999999;3;205762006;06.01.2016 14:27:38;14.12.2016 02:03:20;online_subscriptions;1000;350,91125
19;19;0,08969594470777978;325,86000000000007;15;21,724000000000004;3;156469019;12.02.2016 20:04:11;21.12.2016 14:47:22;online_subscriptions;20000;99,644
188;188;0,10014776731575352;10471,649999999994;66;158,66136363636355;3;676783433;03.01.2016 02:15:09;28.12.2016 01:30:45;online_retail;20000;431,70621212121205
90;90;0,06780350246634838;14630,030000000004;111;131,80207207207212;5;674097162;05.01.2016 16:08:18;21.12.2016 20:34:29;fastfood;5000;641,3695495495496
40;40;0,13504338210871691;3301,8400000000006;34;97,1129411764706;4;258845873;10.01.2016 10:41:22;25.12.2016 18:51:26;food;50000;2092,426470588235
19;19;0,1509226915241653;401,28999999999996;11;36,48090909090909;2;255688255;11.03.2016 07:41:14;12.12.2016 17:51:00;online_subscriptions;15000;1,0563636363636364
39;39;0,16143725007145507;16146,35;104;155,2533653846154;5;154757034;06.01.2016 09:57:22;30.12.2016 12:33:27;food;20000;601,6081730769231
63;63;0,20971171451610132;1153,45;15;76,89666666666668;4;933289406;17.01.2016 03:47:52;19.12.2016 02:32:00;airline;15000;388,0833333333333
61;61;0,1151618390781409;2978,9199999999987;25;119,15679999999995;3;145304001;07.02.2016 19:25:19;24.12.2016 08:28:25;fastfood;1000;80,6064
84;84;0,18370994807733784;5003,6399999999985;43;116,36372093023252;2;602894725;20.01.2016 22:54:56;27.12.2016 07:23:41;online_gifts;7500;2125,1916279069765
37;37;0,13969248911142906;1379,4100000000008;36;38,31694444444447;4;767841628;01.01.2016 18:49:21;21.12.2016 13:27:07;mobileapps;5000;681,1366666666668
131;131;0,1834730357700162;10533,189999999995;65;162,04907692307685;3;978395849;26.01.2016 14:51:47;30.12.2016 22:46:26;entertainment;50000;4810,9243076923085
10;10;0,11112383486179613;1172,29;7;167,47;3;105499749;30.01.2016 09:35:10;01.12.2016 17:33:39;food;2500;567,9171428571428
61;61;0,080438725058414;17955,419999999995;120;149,62849999999995;3;454618930;09.01.2016 05:17:27;29.12.2016 22:07:09;fastfood;5000;2885,361833333334
92;92;0,07112797896245165;8487,59;69;123,00855072463769;5;436039354;16.01.2016 20:20:16;21.12.2016 22:31:31;fastfood;15000;269,4571014492754
10;10;0,09109670995515944;9499,969999999998;79;120,25278481012656;3;542048898;08.01.2016 21:40:04;30.12.2016 20:10:14;food;2500;1527,3925316455693
58;58;0,0675288398751315;5865,44;60;97,75733333333332;5;422954091;14.01.2016 02:40:41;29.12.2016 15:03:48;fuel;7500;196,2603333333333
188;188;0,06697404282499651;2571,2400000000002;21;122,44000000000001;3;240737883;04.01.2016 17:19:23;26.12.2016 12:59:58;online_retail;15000;82,93476190476191
125;125;0,325737637826422;723,61;4;180,9025;2;439568857;04.01.2016 15:16:22;25.09.2016 18:33:00;personal care;15000;0
123;123;0,259529257969328;8579,969999999998;84;102,14249999999997;7;687278046;09.01.2016 04:56:20;30.12.2016 04:35:10;auto;15000;412,83416666666676
165;165;0,09686471581679887;21908,07;146;150,05527397260275;5;326919706;06.01.2016 05:32:38;30.12.2016 04:29:51;online_retail;20000;10399,826438356167
76;76;0,03360278803830431;2413,4000000000005;15;160,89333333333337;4;245801690;13.01.2016 13:35:46;29.12.2016 16:26:40;fastfood;2500;926,5086666666666
151;151;0,12267219882501845;1988,6999999999998;16;124,29374999999999;3;209878172;05.01.2016 10:36:07;17.11.2016 03:41:36;hotels;7500;147,88875
69;69;0,18214834745617386;14043,560000000003;102;137,68196078431376;5;469312213;04.01.2016 15:55:14;27.12.2016 04:26:13;online_gifts;50000;585,2610784313724
207;207;0,10573337092728483;6820,860000000001;49;139,20122448979592;5;589245438;04.01.2016 07:38:50;26.12.2016 14:44:19;rideshare;20000;3679,4357142857143
131;131;0,2137177683823518;1592,9799999999996;22;72,4081818181818;4;631181020;01.01.2016 17:09:44;26.12.2016 14:25:03;entertainment;50000;1033,335
119;119;0,09297718255116812;3290,2999999999993;33;99,70606060606059;3;727537178;13.02.2016 19:44:04;26.12.2016 07:21:48;entertainment;5000;113,33484848484848
24;24;0,1519701459725526;5097,15;48;106,190625;8;570411239;03.02.2016 17:07:57;29.12.2016 03:16:02;food;250;81,7395833333333
67;67;0,10656752517921315;3720,130000000001;35;106,2894285714286;4;508914045;04.01.2016 22:52:33;18.12.2016 01:09:34;subscriptions;7500;1784,072285714286
92;92;0,08540756943384778;5242,610000000001;37;141,6921621621622;4;190080705;18.01.2016 01:52:16;25.12.2016 19:49:49;fastfood;15000;214,7545945945946
187;187;0,11393079791999941;1725,0899999999995;18;95,83833333333331;2;126944886;04.01.2016 01:26:51;07.12.2016 15:04:47;online_retail;15000;68,37333333333333
92;92;0,08627084418362206;3866,4;37;104,4972972972973;5;383095206;03.01.2016 20:50:30;26.12.2016 03:58:46;fastfood;15000;2156,552702702703
37;37;0,21894415255936744;1667,6499999999999;15;111,17666666666666;4;793949357;25.03.2016 17:19:58;28.12.2016 03:30:50;mobileapps;5000;145,18266666666665
58;58;0,05651076260349956;2533,8700000000003;26;97,45653846153847;4;808966243;05.01.2016 03:11:44;30.12.2016 23:33:55;fuel;7500;1215,9373076923077
111;111;0,08951369008003775;14006,100000000004;99;141,47575757575763;6;839491809;02.01.2016 07:33:08;29.12.2016 13:31:55;personal care;5000;636,0046464646464
8;8;0,13163909511836824;10413,299999999997;63;165,29047619047614;5;101132326;04.01.2016 10:48:23;30.12.2016 21:33:07;food;1000;484,8585714285714
169;169;0,0588179826896859;13730,330000000005;79;173,80164556962032;4;251123092;10.01.2016 05:18:35;30.12.2016 20:33:14;online_retail;10000;5502,32936708861
21;21;0,1310118689101896;289,5;7;41,357142857142854;3;750872774;06.05.2016 18:47:02;23.12.2016 22:21:32;mobileapps;10000;164,85428571428568
76;76;0,07540602873055334;45138,270000000026;288;156,73010416666676;4;406431884;04.01.2016 13:44:55;30.12.2016 17:40:52;fastfood;5000;2947,897743055555
66;66;0,13186522172450593;16185,070000000002;110;147,137;7;985266351;01.01.2016 22:40:30;22.12.2016 03:57:02;subscriptions;7500;744,084363636364
188;188;0,09832840522490487;6503,170000000003;50;130,06340000000006;2;670177781;04.01.2016 20:31:03;28.12.2016 17:03:14;online_retail;15000;245,06239999999994
85;85;0,20979173817391122;5278,809999999999;40;131,97024999999996;2;586202512;01.01.2016 09:59:29;30.12.2016 20:34:41;online_gifts;2500;1520,1625
199;199;0,0677717662839469;5201,21;34;152,97676470588235;4;599997987;11.01.2016 19:01:38;20.12.2016 08:50:45;online_retail;5000;239,09852941176473
184;184;0,05520168940447307;5387,990000000001;46;117,13021739130436;4;245648346;04.01.2016 18:39:50;30.12.2016 02:20:20;online_retail;10000;2342,9321739130437
192;192;0,11498905164467599;116217,43999999987;767;151,5220860495435;5;367594474;01.01.2016 01:45:22;29.12.2016 16:08:23;rideshare;10000;6177,118930899604
151;151;0,18872206896396787;711,99;4;177,9975;1;852332015;08.01.2016 23:45:07;21.11.2016 05:04:58;hotels;500;160,7025
183;183;0,14315932241219956;3418,27;18;189,9038888888889;4;378119540;25.01.2016 10:40:24;30.12.2016 17:51:41;online_retail;10000;162,71555555555557
212;212;0,038542289901811994;21144,06999999998;153;138,1965359477123;6;772653047;06.01.2016 01:44:50;27.12.2016 11:01:18;online_retail;2500;1584,8980392156861
175;175;0,062414799512425186;4139,74;32;129,366875;5;697864186;05.01.2016 21:23:01;30.12.2016 17:58:45;online_retail;15000;2426,190625
9;9;0,12902890875485598;43543,890000000014;285;152,78557894736846;4;420205115;02.01.2016 21:35:57;28.12.2016 22:48:34;food;7500;4462,083578947368
18;18;0,12481144112065512;1060,0499999999997;16;66,25312499999998;3;765764441;01.01.2016 08:03:08;11.12.2016 04:11:13;online_subscriptions;250;98,03125000000001
66;66;0,48530315064751633;155543,6699999999;1052;147,85519961977175;9;958438658;01.01.2016 00:01:47;30.12.2016 04:31:49;subscriptions;20000;12552,93913498099
18;18;0,13145410712163802;927,1099999999996;14;66,22214285714283;2;963089588;08.02.2016 19:38:00;17.12.2016 18:13:14;online_subscriptions;10000;612,5785714285713
66;66;0,1353271085609209;21504,850000000002;142;151,44260563380283;5;489677935;01.01.2016 21:36:04;27.12.2016 16:59:17;subscriptions;5000;3319,615563380281
9;9;0,07308626650336085;4885,030000000001;44;111,02340909090911;4;159155476;31.01.2016 05:29:43;23.12.2016 16:21:21;food;5000;200,40659090909094
198;198;0,1426945050627239;2521,4600000000005;29;86,94689655172415;6;174906138;15.02.2016 15:23:42;23.12.2016 13:52:47;online_retail;7500;1096,0603448275863
172;172;0,07695457058907741;5072,65;39;130,0679487179487;2;461370039;07.01.2016 07:51:29;25.12.2016 18:01:39;online_retail;10000;275,6576923076923
137;137;0,11897908662644831;5051,23;32;157,8509375;4;470236622;11.01.2016 03:37:11;08.12.2016 02:00:47;hotels;7500;2123,0840625
6;6;0,1652968272382612;306,5100000000001;13;23,577692307692317;2;104681577;14.02.2016 08:46:25;17.12.2016 00:23:36;mobileapps;15000;0,8323076923076923
181;181;0,06597891496527424;16570,13999999999;103;160,87514563106785;5;963119321;08.01.2016 23:04:37;29.12.2016 06:45:22;online_retail;15000;7755,5770873786405
70;70;0,17569311716699984;25193,820000000007;167;150,86119760479045;5;937049207;04.01.2016 04:01:33;29.12.2016 00:28:09;online_gifts;15000;981,8626347305394
46;46;0,14187407424128767;826,1999999999999;7;118,02857142857142;3;328619752;28.03.2016 04:18:00;09.12.2016 14:00:09;fastfood;2500;6,555714285714286
181;181;0,1194507560087838;70631,81;483;146,2356314699793;6;472798299;02.01.2016 00:39:58;28.12.2016 13:15:38;online_retail;10000;6223,758592132507
197;197;0,0894842920049358;10218,239999999998;71;143,91887323943658;6;229318858;15.01.2016 17:38:17;21.12.2016 10:26:46;online_retail;10000;4053,8759154929576
213;213;0,042699307067594616;7456,73;63;118,36079365079364;5;448814921;08.01.2016 06:10:16;28.12.2016 07:52:10;online_retail;2500;1129,8861904761904
37;37;0,10622573689736066;1823,179999999999;20;91,15899999999995;4;892707724;08.01.2016 10:20:00;28.12.2016 23:57:03;mobileapps;5000;791,9979999999998
73;73;0,06341417677753358;2049,0200000000004;32;64,03187500000001;5;621149433;17.02.2016 04:08:16;26.12.2016 02:00:55;fuel;2500;805,1403124999999
198;198;0,04667537445260344;7717,199999999999;72;107,18333333333332;5;921605337;05.01.2016 05:03:29;25.12.2016 13:49:48;online_retail;7500;354,5818055555557
67;67;0,13608745312819157;14253,829999999996;102;139,743431372549;2;118935784;03.01.2016 05:04:31;30.12.2016 17:09:59;subscriptions;5000;490,3082352941176
119;119;0,05073929716504343;3664,1200000000026;34;107,76823529411773;3;626131753;11.01.2016 20:08:21;24.12.2016 00:26:48;entertainment;2500;1218,8511764705881
170;170;0,05881677857576137;10771,51;77;139,88974025974025;3;275411156;01.01.2016 13:41:33;30.12.2016 20:42:04;online_retail;5000;2381,5696103896103
215;215;0,05448075292972611;9375,49;61;153,69655737704917;3;453526522;01.01.2016 20:34:18;27.12.2016 11:18:37;online_retail;2500;1227,0337704918036
213;213;0,04226690592783573;10770,150000000001;87;123,7948275862069;5;945771948;06.01.2016 01:47:34;29.12.2016 03:22:53;online_retail;2500;1488,5433333333326
148;148;0,14429244093176619;6330;56;113,03571428571429;7;732684954;03.01.2016 23:45:34;29.12.2016 18:28:24;entertainment;15000;3819,885357142858
47;47;0,2830618170641932;368,31999999999994;3;122,77333333333331;1;384047674;01.01.2016 12:50:35;27.08.2016 13:57:54;fastfood;5000;84,01333333333334
13;13;0,1005876956420852;997,9499999999999;18;55,44166666666666;2;100108752;07.05.2016 21:37:09;16.12.2016 16:42:20;fuel;5000;383,52
131;131;0,6618751807426737;89421,1699999999;596;150,03552013422802;6;578853132;01.01.2016 07:42:06;30.12.2016 16:00:01;entertainment;50000;25729,90909395972
216;216;0,12742292125598995;742,79;7;106,11285714285714;1;481023631;25.01.2016 22:19:32;23.11.2016 19:32:29;online_retail;5000;350,19571428571425
151;151;0,12486848544130094;89427,03999999995;579;154,45084628670114;3;963989613;01.01.2016 08:52:04;29.12.2016 16:30:29;hotels;5000;2839,5814162348875
125;125;0,13586908200509829;12624,709999999997;74;170,60418918918916;4;674042423;10.01.2016 04:36:33;24.12.2016 09:54:47;personal care;5000;2831,511081081081
29;29;0,14454734872884098;856,5699999999999;34;25,193235294117645;4;241965684;18.05.2016 22:48:38;30.12.2016 09:45:11;fuel;20000;372,1726470588236
21;21;0,2786613863900537;722,5999999999998;9;80,28888888888886;5;834911383;15.05.2016 00:05:33;20.12.2016 21:13:41;mobileapps;7500;346,78444444444443
9;9;0,12421547030980282;2944,8300000000004;37;79,59;4;318608302;11.01.2016 12:57:25;24.12.2016 02:33:10;food;5000;1479,7135135135138
198;198;0,05648506502786653;7070,300000000001;62;114,03709677419357;5;892503314;02.01.2016 13:18:05;27.12.2016 03:01:12;online_retail;5000;336,263870967742
76;76;0,04934371773748746;12865,330000000005;92;139,84054347826094;4;522570092;02.01.2016 17:14:25;21.12.2016 01:10:34;fastfood;5000;648,8567391304349
8;8;0,11517552210699789;12087,080000000004;91;132,82505494505497;6;816470393;01.01.2016 04:01:37;30.12.2016 08:02:09;food;10000;523,1235164835166
90;90;0,10424374034974383;6048,97;46;131,49934782608696;6;976808904;02.01.2016 16:51:02;29.12.2016 15:39:45;fastfood;7500;213,83260869565223
66;66;0,2455947768731452;11736,840000000002;92;127,57434782608698;8;248870816;05.01.2016 08:52:29;28.12.2016 02:45:27;subscriptions;15000;529,1998913043475
172;172;0,08340723482737676;28318,999999999996;214;132,33177570093457;2;347822101;02.01.2016 05:56:10;30.12.2016 11:23:16;online_retail;5000;1091,0207009345797
85;85;0,1334591479147227;4331,110000000001;33;131,24575757575758;5;722852851;10.01.2016 01:07:38;25.12.2016 05:53:28;online_gifts;10000;2131,713333333333
3;3;0,10396315603945194;191,88;7;27,41142857142857;2;189916385;08.05.2016 18:32:47;13.12.2016 21:29:06;online_subscriptions;2500;2,822857142857143
103;103;0,12190760576859225;9223,150000000001;53;174,02169811320758;3;632139839;06.01.2016 21:24:13;17.12.2016 00:47:56;entertainment;5000;385,3350943396227
74;74;0,1032347164980491;1766,1200000000006;37;47,73297297297299;5;791991120;24.01.2016 17:27:22;30.12.2016 21:03:49;fuel;15000;894,9121621621622
151;151;0,1032860550124191;15302,1;92;166,32717391304348;3;922276918;02.01.2016 16:35:50;21.12.2016 12:11:18;hotels;7500;578,0765217391303
69;69;0,22233535643627775;9112,180000000002;83;109,7853012048193;2;849517116;02.01.2016 02:55:59;19.12.2016 18:07:31;online_gifts;50000;285,6390361445784
50;50;0,1353876696026049;1220,4299999999996;14;87,1735714285714;3;452310951;10.02.2016 06:37:16;26.12.2016 01:14:40;gym;15000;15,034285714285714
105;105;0,0959947265727293;61694,28999999999;402;153,4683830845771;8;460054070;01.01.2016 11:00:54;30.12.2016 16:32:41;fastfood;1000;521,801169154229
57;57;0,08970382230192833;1223,6599999999999;27;45,32074074074074;6;519543946;21.01.2016 00:55:03;25.12.2016 00:54:40;fuel;2500;595,8374074074073
8;8;0,06390551047957452;36090,08000000001;267;135,1688389513109;6;269983804;03.01.2016 13:33:24;30.12.2016 07:06:50;food;5000;2888,7132209737824
113;113;0,1882600382839702;2099,4500000000003;18;116,63611111111112;4;486420549;04.01.2016 18:58:56;23.12.2016 23:22:52;health;250;109,76333333333334
36;36;0,04943914777147846;742,5699999999997;24;30,940416666666653;3;767824109;27.01.2016 23:54:34;16.12.2016 23:41:20;mobileapps;7500;41,407083333333325
171;171;0,08543970842251546;723,82;7;103,40285714285714;2;586111707;04.01.2016 01:07:32;04.12.2016 21:40:17;online_retail;250;126,5457142857143
134;134;0,09089215532929087;132184,10000000006;907;145,73770672546866;6;492336924;01.01.2016 03:36:31;30.12.2016 19:23:26;entertainment;2500;1484,6412017640569
74;74;0,15201276243738823;2445,6399999999994;34;71,9305882352941;7;124191315;11.01.2016 21:00:52;30.12.2016 12:45:09;fuel;15000;1119,984117647059
44;44;0,10231134206162344;2395,3;33;72,5848484848485;3;408193634;07.02.2016 17:08:12;29.12.2016 03:23:42;fuel;50000;81,13787878787879
29;29;0,11592195947382518;1136,3400000000004;26;43,70538461538463;2;619891506;26.04.2016 12:39:24;24.12.2016 14:09:43;fuel;15000;47,85423076923077
37;37;0,15375843271551165;1365,8699999999997;31;44,06032258064515;6;283124752;05.01.2016 09:21:11;26.12.2016 14:06:16;mobileapps;7500;371,55419354838705
123;123;0,12439511193989146;44725,280000000006;294;152,12680272108847;6;751569038;01.01.2016 02:54:47;28.12.2016 08:51:12;auto;7500;4196,848537414962
45;45;0,12427582479402023;2855,6400000000003;23;124,15826086956523;2;690730778;09.02.2016 04:27:35;17.12.2016 20:51:22;fastfood;250;94,91043478260868
134;134;0,07093400535919223;9950,319999999998;65;153,08184615384613;5;891920220;20.01.2016 08:13:11;29.12.2016 14:39:55;entertainment;1000;402,2073846153846
28;28;0,14427926437725083;1113,38;19;58,59894736842106;2;869963137;06.04.2016 10:32:36;28.12.2016 21:32:50;fuel;10000;426,258947368421
170;170;0,06233512576851464;15852,900000000001;130;121,94538461538463;3;284157822;04.01.2016 15:12:02;28.12.2016 06:11:15;online_retail;5000;2771,389153846153
